credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo
CR000467,CL00418,2025-12-31,Crédito libre inversión,1650000,6,0.0269,301000,App,815,0.0865,Automática,Activo
CR000468,CL00420,2024-06-15,Crédito consumo digital,1550000,12,0.0203,147000,App,789,0.0735,Automática,Finalizado
CR000469,CL00421,2026-02-16,Microcrédito,1550000,9,0.0335,202000,Web,814,0.0774,Automática,Activo
CR000470,CL00422,2025-12-12,Crédito consumo digital,3550000,6,0.0223,639000,App,900,0.1551,Automática,Activo
CR000471,CL00424,2025-09-02,Microcrédito,2500000,9,0.0303,322000,Aliado,776,0.1188,Automática,Activo
CR000472,CL00424,2025-12-20,Crédito libre inversión,7150000,24,0.0325,434000,App,810,0.1601,Automática,Mora moderada
CR000473,CL00425,2025-07-24,Avance de nómina,1850000,3,0.0224,644000,App,900,0.1651,Automática,Finalizado
CR000474,CL00426,2025-10-13,Crédito consumo digital,1800000,9,0.0278,229000,Web,819,0.1487,Automática,Activo
CR000475,CL00427,2025-09-05,Crédito consumo digital,1800000,9,0.0303,232000,Web,831,0.0875,Automática,Activo
CR000476,CL00427,2025-11-11,Microcrédito,800000,6,0.0449,155000,Aliado,812,0.0585,Automática,Mora severa
CR000477,CL00428,2025-04-22,Avance de nómina,750000,3,0.028,264000,App,591,0.1217,Manual,Finalizado
CR000478,CL00430,2025-09-10,Crédito consumo digital,2650000,12,0.0381,279000,Call center,826,0.0813,Automática,Mora moderada
CR000479,CL00430,2026-01-18,Avance de nómina,1150000,9,0.0267,145000,App,900,0.0423,Automática,Activo
CR000480,CL00430,2025-11-03,Avance de nómina,1900000,3,0.0285,670000,Aliado,881,0.1953,Automática,Finalizado
CR000481,CL00431,2023-12-15,Crédito libre inversión,5200000,3,0.0199,1803000,App,763,0.6703,Excepción,Finalizado
CR000482,CL00431,2025-09-27,Microcrédito,1250000,18,0.0383,97000,App,732,0.0361,Automática,Activo
CR000483,CL00431,2025-09-21,Crédito consumo digital,800000,3,0.0201,277000,Aliado,820,0.103,Automática,Finalizado
CR000484,CL00433,2025-12-24,Crédito consumo digital,1800000,6,0.0323,335000,Web,831,0.0748,Automática,Activo
CR000485,CL00434,2025-08-06,Crédito libre inversión,2350000,12,0.0309,237000,App,569,0.0905,Manual,Activo
CR000486,CL00434,2026-03-22,Crédito consumo digital,1650000,6,0.0386,313000,App,658,0.1195,Automática,Activo
CR000487,CL00436,2025-07-27,Crédito consumo digital,700000,3,0.0281,247000,App,774,0.135,Automática,Finalizado
CR000488,CL00437,2025-04-28,Crédito consumo digital,850000,6,0.0277,156000,Call center,814,0.0796,Automática,Finalizado
CR000489,CL00438,2024-08-27,Crédito consumo digital,1500000,6,0.0201,268000,App,900,0.077,Automática,Finalizado
CR000490,CL00438,2025-07-27,Avance de nómina,1000000,6,0.0238,181000,Aliado,900,0.052,Automática,Finalizado
CR000491,CL00439,2024-10-27,Crédito consumo digital,2000000,3,0.0299,707000,App,874,0.1817,Automática,Mora moderada
CR000492,CL00440,2025-07-19,Microcrédito,1600000,18,0.0424,129000,App,766,0.1554,Automática,Mora moderada
CR000493,CL00441,2025-10-24,Microcrédito,500000,6,0.0285,92000,Aliado,756,0.1484,Automática,Mora severa
CR000494,CL00441,2026-03-22,Microcrédito,550000,12,0.0326,56000,App,738,0.0903,Automática,Activo
CR000495,CL00442,2025-10-06,Crédito consumo digital,900000,3,0.0335,320000,App,548,0.1208,Manual,Mora moderada
CR000496,CL00442,2025-07-04,Crédito consumo digital,1600000,6,0.0229,288000,Aliado,598,0.1087,Manual,Mora moderada
CR000497,CL00443,2025-11-13,Microcrédito,2550000,12,0.0445,279000,Call center,878,0.0883,Automática,Activo
CR000498,CL00443,2026-01-10,Crédito libre inversión,2800000,3,0.0289,988000,App,859,0.3127,Automática,Mora moderada
CR000499,CL00444,2025-09-06,Microcrédito,5000000,9,0.0315,647000,App,898,0.1609,Automática,Activo
CR000500,CL00445,2026-02-14,Crédito libre inversión,5050000,9,0.0268,639000,App,825,0.2708,Automática,Activo
CR000501,CL00446,2026-03-02,Avance de nómina,1100000,3,0.095,381000,Web,900,0.1406,Automática,Activo
CR000502,CL00447,2025-07-02,Crédito libre inversión,9450000,12,0.0199,893000,Aliado,900,0.1436,Automática,Activo
CR000503,CL00447,2024-10-17,Crédito consumo digital,2700000,3,0.0299,954000,App,900,0.1534,Automática,Finalizado
CR000504,CL00449,2025-12-16,Crédito consumo digital,500000,12,0.0376,53000,App,628,0.0791,Automática,Mora moderada
CR000505,CL00449,2025-12-26,Crédito libre inversión,400000,3,0.0214,139000,App,689,0.2075,Automática,Finalizado
CR000506,CL00450,2026-02-23,Crédito libre inversión,3050000,12,0.0325,311000,Aliado,864,0.1115,Automática,Mora moderada
CR000507,CL00450,2025-06-12,Crédito consumo digital,1750000,9,0.0212,216000,App,860,0.0774,Automática,Finalizado
CR000508,CL00451,2024-11-22,Crédito consumo digital,1100000,6,0.0374,208000,Aliado,900,0.1189,Automática,Finalizado
CR000509,CL00452,2025-11-01,Crédito consumo digital,650000,12,0.0326,66000,App,897,0.0278,Automática,Activo
CR000510,CL00453,2024-03-01,Crédito consumo digital,1450000,6,0.0219,261000,App,795,0.0853,Automática,Finalizado
CR000511,CL00453,2023-12-29,Crédito libre inversión,3500000,12,0.0246,340000,Web,861,0.1111,Automática,Finalizado
CR000512,CL00454,2025-06-24,Avance de nómina,2150000,12,0.0263,211000,App,887,0.0643,Automática,Activo
CR000513,CL00456,2025-06-16,Crédito libre inversión,8850000,6,0.0245,1604000,Aliado,854,1.2,Manual,Mora severa
CR000514,CL00458,2026-01-26,Microcrédito,4450000,9,0.0428,606000,Web,900,0.115,Automática,Activo
CR000515,CL00458,2026-01-28,Crédito consumo digital,3050000,18,0.0202,204000,Web,900,0.0387,Automática,Activo
CR000516,CL00459,2025-10-15,Avance de nómina,4100000,12,0.0231,395000,Aliado,900,0.0434,Automática,Activo
CR000517,CL00460,2025-12-01,Avance de nómina,550000,9,0.0218,68000,App,803,0.0289,Automática,Activo
CR000518,CL00461,2025-08-20,Avance de nómina,1350000,6,0.0215,242000,App,867,0.1407,Automática,Finalizado
CR000519,CL00462,2025-07-03,Microcrédito,2150000,9,0.0261,271000,App,838,0.0968,Automática,Finalizado
CR000520,CL00463,2025-05-24,Crédito libre inversión,3350000,18,0.0242,232000,App,839,0.0856,Automática,Activo
CR000521,CL00464,2025-07-06,Crédito libre inversión,2050000,12,0.03,206000,Aliado,895,0.1205,Automática,Mora moderada
CR000522,CL00467,2025-05-18,Crédito libre inversión,3150000,9,0.019,384000,App,787,0.2021,Automática,Mora moderada
CR000523,CL00467,2024-06-30,Microcrédito,3100000,3,0.0357,1108000,App,665,0.5832,Excepción,Mora severa
CR000524,CL00468,2026-02-12,Crédito libre inversión,4000000,12,0.0273,395000,App,900,0.0766,Automática,Activo
CR000525,CL00469,2024-05-12,Crédito libre inversión,1100000,12,0.0306,111000,App,648,0.1078,Automática,Mora severa
CR000526,CL00471,2024-10-30,Crédito consumo digital,450000,3,0.0321,160000,Web,646,0.1758,Automática,Finalizado
CR000527,CL00472,2025-10-24,Crédito consumo digital,1550000,6,0.0202,277000,Web,787,0.0972,Automática,Activo
CR000528,CL00473,2026-03-30,Crédito consumo digital,1300000,6,0.0373,246000,App,847,0.0953,Automática,Activo
CR000529,CL00474,2025-06-16,Microcrédito,2200000,6,0.0254,400000,Web,806,0.2235,Automática,Finalizado
CR000530,CL00475,2024-02-28,Crédito consumo digital,1050000,6,0.0371,198000,App,756,0.0975,Automática,Finalizado
CR000531,CL00477,2023-10-28,Crédito libre inversión,2550000,6,0.018,452000,App,900,0.1759,Automática,Finalizado
CR000532,CL00478,2024-11-06,Crédito libre inversión,2300000,9,0.017,278000,App,820,0.1173,Automática,Mora severa
CR000533,CL00479,2025-10-03,Crédito consumo digital,3150000,9,0.0281,401000,App,869,0.1315,Automática,Activo
CR000534,CL00480,2025-09-03,Crédito consumo digital,2550000,6,0.0223,459000,Aliado,897,0.1622,Automática,Finalizado
CR000535,CL00482,2025-06-03,Microcrédito,2750000,12,0.0385,290000,App,900,0.097,Automática,Activo
CR000536,CL00482,2025-12-19,Crédito libre inversión,3200000,3,0.0205,1111000,Aliado,815,0.3716,Manual,Finalizado
CR000537,CL00482,2025-09-15,Crédito consumo digital,2050000,24,0.0373,131000,App,833,0.0438,Automática,Activo
CR000538,CL00483,2024-12-25,Microcrédito,6300000,3,0.0378,2261000,App,900,0.4172,Manual,Finalizado
CR000539,CL00485,2025-03-23,Crédito consumo digital,1450000,12,0.0265,143000,App,814,0.0586,Automática,Mora moderada
CR000540,CL00485,2023-11-28,Crédito consumo digital,950000,9,0.0303,122000,App,845,0.05,Automática,Finalizado
CR000541,CL00486,2024-10-15,Crédito consumo digital,1400000,9,0.0343,183000,App,900,0.032,Automática,Finalizado
CR000542,CL00487,2024-12-26,Crédito consumo digital,1450000,3,0.0331,516000,App,900,0.2177,Automática,Finalizado
CR000543,CL00488,2024-05-16,Microcrédito,650000,12,0.0301,65000,App,712,0.067,Automática,Mora moderada
CR000544,CL00489,2024-08-27,Microcrédito,5900000,18,0.0362,452000,App,900,0.0873,Automática,Finalizado
CR000545,CL00489,2024-09-22,Avance de nómina,1700000,12,0.0219,163000,App,900,0.0315,Automática,Finalizado
CR000546,CL00490,2024-02-05,Crédito libre inversión,5750000,6,0.0258,1047000,Aliado,838,0.3739,Manual,Finalizado
CR000547,CL00491,2026-02-22,Crédito libre inversión,1650000,6,0.0317,306000,App,804,0.3517,Manual,Activo
CR000548,CL00492,2025-08-06,Microcrédito,4250000,9,0.0307,548000,App,900,0.1243,Automática,Activo
CR000549,CL00492,2025-02-25,Crédito consumo digital,3450000,18,0.0373,267000,Web,900,0.0605,Automática,Activo
CR000550,CL00493,2024-01-05,Crédito consumo digital,25000000,12,0.035,2587000,App,900,0.0216,Automática,Mora moderada
CR000551,CL00495,2024-08-01,Microcrédito,1900000,12,0.0404,203000,App,873,0.0796,Automática,Finalizado
CR000552,CL00496,2024-04-09,Crédito libre inversión,5300000,6,0.0261,966000,App,799,0.2825,Automática,Finalizado
CR000553,CL00497,2024-02-16,Crédito libre inversión,10050000,18,0.0219,681000,Aliado,900,0.1214,Automática,Mora severa
CR000554,CL00499,2023-08-20,Crédito consumo digital,600000,6,0.0319,111000,App,702,0.0816,Automática,Mora severa
CR000555,CL00500,2024-01-20,Crédito consumo digital,1800000,6,0.0323,335000,App,812,0.1701,Automática,Mora severa
CR000556,CL00500,2025-07-17,Crédito consumo digital,450000,3,0.0351,161000,App,898,0.0817,Automática,Finalizado
CR000557,CL00501,2025-11-18,Crédito consumo digital,350000,3,0.0231,122000,Aliado,751,0.1743,Automática,Finalizado
CR000558,CL00503,2026-03-22,Crédito consumo digital,2300000,12,0.0249,224000,App,848,0.0707,Automática,Activo
CR000559,CL00504,2025-01-17,Crédito libre inversión,12800000,6,0.0172,2264000,App,900,0.266,Automática,Finalizado
CR000560,CL00504,2024-07-30,Crédito consumo digital,3900000,9,0.0373,518000,App,900,0.0609,Automática,Finalizado
CR000561,CL00505,2025-02-17,Crédito libre inversión,7950000,12,0.0236,769000,Web,900,0.1732,Automática,Mora severa
CR000562,CL00506,2024-10-05,Crédito consumo digital,2350000,3,0.0272,826000,App,780,0.3153,Automática,Finalizado
CR000563,CL00507,2025-06-25,Crédito consumo digital,2000000,24,0.0219,108000,App,900,0.033,Automática,Activo
CR000564,CL00507,2025-07-04,Crédito libre inversión,7400000,9,0.0276,940000,Call center,841,0.2875,Automática,Mora moderada
CR000565,CL00508,2026-02-27,Crédito consumo digital,1400000,12,0.0371,147000,Aliado,811,0.047,Automática,Activo
CR000566,CL00508,2025-09-22,Crédito consumo digital,1300000,24,0.0204,69000,App,882,0.022,Automática,Activo
CR000567,CL00508,2026-03-19,Crédito libre inversión,5450000,3,0.0173,1880000,App,656,0.6006,Excepción,Activo
CR000568,CL00509,2025-02-08,Crédito consumo digital,2300000,6,0.0292,423000,App,900,0.0733,Automática,Finalizado
CR000569,CL00510,2026-03-29,Crédito consumo digital,1800000,12,0.0302,181000,App,821,0.0567,Automática,Activo
CR000570,CL00510,2026-03-12,Crédito consumo digital,1550000,6,0.0356,291000,App,889,0.0912,Automática,Activo
CR000571,CL00511,2025-01-20,Crédito consumo digital,1650000,9,0.0212,203000,Aliado,807,0.1293,Automática,Mora moderada
CR000572,CL00511,2026-01-06,Crédito libre inversión,2100000,12,0.0277,208000,Aliado,797,0.1325,Automática,Mora moderada
CR000573,CL00512,2025-10-27,Crédito consumo digital,5700000,18,0.0378,442000,Web,873,0.1245,Automática,Activo
CR000574,CL00513,2025-05-19,Avance de nómina,550000,3,0.019,190000,Web,803,0.1218,Automática,Finalizado
CR000575,CL00514,2025-12-18,Crédito consumo digital,950000,9,0.0274,121000,Call center,892,0.0366,Automática,Activo
CR000576,CL00515,2025-04-20,Crédito consumo digital,1900000,6,0.0336,355000,Aliado,900,0.1707,Automática,Finalizado
CR000577,CL00516,2024-06-10,Avance de nómina,2100000,24,0.0231,115000,App,900,0.0256,Automática,Activo
CR000578,CL00517,2026-01-01,Crédito consumo digital,1950000,3,0.0349,696000,App,798,0.2864,Automática,Finalizado
CR000579,CL00519,2025-07-14,Crédito libre inversión,3300000,6,0.0273,604000,App,783,0.2822,Automática,Mora severa
CR000580,CL00520,2026-03-11,Crédito consumo digital,850000,9,0.0224,105000,Web,816,0.0618,Automática,Activo
CR000581,CL00521,2024-01-23,Crédito consumo digital,3100000,9,0.0209,381000,Web,900,0.0564,Automática,Finalizado
CR000582,CL00522,2025-01-22,Crédito consumo digital,1050000,18,0.0266,74000,Web,662,0.074,Automática,Activo
CR000583,CL00524,2025-03-26,Crédito consumo digital,750000,6,0.0358,141000,Web,736,0.0571,Automática,Finalizado
CR000584,CL00524,2026-03-03,Crédito consumo digital,1000000,3,0.0296,353000,App,762,0.1429,Automática,Activo
CR000585,CL00525,2025-08-03,Crédito consumo digital,5600000,24,0.0271,320000,App,856,0.0825,Automática,Activo
CR000586,CL00525,2026-01-17,Avance de nómina,1500000,3,0.0291,529000,App,900,0.1363,Automática,Finalizado
CR000587,CL00526,2025-06-20,Crédito libre inversión,2350000,6,0.0287,432000,Aliado,873,0.3064,Automática,Finalizado
CR000588,CL00527,2024-01-18,Crédito consumo digital,900000,6,0.0361,170000,App,750,0.0885,Automática,Finalizado
CR000589,CL00529,2025-02-22,Crédito libre inversión,2200000,12,0.0195,207000,Aliado,682,0.1362,Automática,Mora moderada
CR000590,CL00531,2025-07-03,Crédito consumo digital,1650000,12,0.0,166000,App,878,0.0787,Automática,Activo
CR000591,CL00532,2025-10-22,Crédito consumo digital,1200000,18,0.0367,92000,App,786,0.0492,Automática,Activo
CR000592,CL00533,2024-06-15,Microcrédito,450000,9,0.0383,60000,Web,716,0.0732,Automática,Mora severa
CR000593,CL00534,2024-07-07,Crédito consumo digital,950000,6,0.0221,171000,Web,842,0.066,Automática,Finalizado
CR000594,CL00535,2025-09-06,Microcrédito,1000000,12,0.0282,99000,Aliado,653,0.1414,Automática,Mora severa
CR000595,CL00537,2023-02-23,Crédito libre inversión,2100000,6,0.0235,379000,App,847,0.1414,Automática,Mora severa
CR000596,CL00538,2024-02-06,Microcrédito,6650000,12,0.0357,691000,App,900,0.1997,Automática,Mora moderada
CR000597,CL00539,2025-12-29,Crédito consumo digital,650000,3,0.0249,228000,App,900,0.087,Automática,Finalizado
CR000598,CL00539,2025-08-19,Crédito libre inversión,6550000,18,0.0255,458000,Web,868,0.1748,Automática,Activo
CR000599,CL00540,2023-02-06,Avance de nómina,1350000,9,0.0313,174000,Call center,900,0.0537,Automática,Finalizado
CR000600,CL00540,2025-06-27,Microcrédito,4100000,9,0.0449,564000,Aliado,900,0.1741,Automática,Finalizado
CR000601,CL00541,2024-04-29,Microcrédito,950000,9,0.0366,126000,Web,886,0.049,Automática,Mora moderada
CR000602,CL00541,2024-11-18,Microcrédito,1600000,9,0.0334,209000,Aliado,900,0.0813,Automática,Mora severa
CR000603,CL00542,2025-06-07,Crédito consumo digital,750000,24,0.0344,46000,App,820,0.0196,Automática,Mora moderada
CR000604,CL00543,2026-01-11,Crédito libre inversión,7500000,6,0.028,1375000,Aliado,890,0.3235,Automática,Activo
CR000605,CL00544,2025-12-25,Crédito libre inversión,8900000,9,0.0234,1108000,App,803,0.3929,Manual,Activo
CR000606,CL00544,2026-01-07,Crédito consumo digital,2700000,6,0.0288,496000,Aliado,900,0.1759,Automática,Activo
CR000607,CL00545,2023-06-27,Crédito libre inversión,3250000,12,0.0207,309000,App,900,0.1618,Automática,Finalizado
CR000608,CL00546,2025-04-14,Microcrédito,2800000,9,0.0431,382000,App,900,0.0803,Automática,Finalizado
CR000609,CL00547,2025-08-30,Crédito consumo digital,1400000,9,0.0327,182000,Web,823,0.0719,Automática,Activo
CR000610,CL00548,2025-10-07,Microcrédito,1550000,12,0.0434,168000,App,817,0.0903,Automática,Activo
CR000611,CL00548,2025-10-20,Crédito libre inversión,3350000,24,0.0214,180000,Aliado,809,0.0968,Automática,Activo
CR000612,CL00548,2025-09-29,Crédito libre inversión,4700000,9,0.0338,614000,App,741,0.3301,Automática,Activo
CR000613,CL00550,2025-08-29,Crédito consumo digital,3150000,18,0.0215,213000,Aliado,897,0.0753,Automática,Activo
CR000614,CL00550,2025-05-27,Crédito consumo digital,900000,12,0.0286,90000,App,900,0.0318,Automática,Activo
CR000615,CL00551,2025-09-23,Avance de nómina,650000,9,0.0252,82000,Aliado,792,0.0254,Automática,Activo
CR000616,CL00552,2025-12-09,Crédito consumo digital,2700000,9,0.0339,353000,Aliado,834,0.1569,Automática,Activo
CR000617,CL00553,2025-07-07,Crédito consumo digital,650000,6,0.0283,119000,Aliado,859,0.0952,Automática,Finalizado
CR000618,CL00554,2025-01-15,Microcrédito,4300000,9,0.0371,571000,App,766,0.2222,Automática,Mora severa
CR000619,CL00554,2023-11-01,Avance de nómina,1150000,12,0.0282,114000,App,900,0.0444,Automática,Mora moderada
CR000620,CL00555,2026-02-19,Crédito libre inversión,1500000,6,0.023,270000,Call center,766,0.1543,Automática,Activo
CR000621,CL00555,2025-08-19,Microcrédito,1150000,6,0.025,209000,Call center,809,0.1194,Automática,Mora moderada
CR000622,CL00556,2025-11-04,Crédito libre inversión,900000,24,0.0234,49000,App,696,0.1021,Automática,Mora moderada
CR000623,CL00559,2026-02-03,Microcrédito,2900000,18,0.0293,210000,App,866,0.0541,Automática,Activo
CR000624,CL00561,2025-06-18,Crédito libre inversión,6250000,6,0.0317,1160000,App,858,0.3946,Manual,Finalizado
CR000625,CL00562,2025-12-09,Crédito consumo digital,5700000,6,0.0352,1070000,App,900,0.2082,Automática,Activo
CR000626,CL00563,2024-03-02,Crédito consumo digital,1150000,6,0.0276,211000,Aliado,826,0.0821,Automática,Finalizado
CR000627,CL00564,2026-03-27,Microcrédito,3100000,12,0.0341,319000,App,842,0.1241,Automática,Activo
CR000628,CL00566,2025-05-26,Microcrédito,1300000,6,0.036,245000,App,677,0.1992,Automática,Mora moderada
CR000629,CL00568,2025-06-10,Avance de nómina,800000,9,0.0185,97000,App,778,0.0377,Automática,Mora severa
CR000630,CL00568,2025-07-01,Microcrédito,3500000,9,0.0331,456000,Web,805,0.1774,Automática,Finalizado
CR000631,CL00569,2025-12-29,Crédito libre inversión,1250000,12,0.0203,118000,App,710,0.1439,Automática,Activo
CR000632,CL00570,2025-09-09,Crédito libre inversión,3450000,9,0.0228,428000,Aliado,788,0.2028,Automática,Activo
CR000633,CL00571,2026-02-23,Crédito consumo digital,1200000,6,0.0262,219000,Aliado,776,0.1171,Automática,Activo
CR000634,CL00573,2025-12-01,Crédito libre inversión,1950000,9,0.0248,244000,App,889,0.0996,Automática,Activo
CR000635,CL00574,2025-02-23,Avance de nómina,1650000,6,0.0307,305000,Call center,861,0.1406,Automática,Mora moderada
CR000636,CL00575,2025-11-12,Microcrédito,3300000,9,0.0299,424000,Call center,789,0.1313,Automática,Mora moderada
CR000637,CL00575,2025-10-19,Crédito consumo digital,3700000,3,0.0223,1289000,App,773,0.3991,Manual,Finalizado
CR000638,CL00576,2026-01-14,Crédito libre inversión,9450000,12,0.0224,907000,App,900,0.2095,Automática,Activo
CR000639,CL00578,2026-01-13,Microcrédito,2350000,18,0.0416,188000,App,900,0.1126,Automática,Activo
CR000640,CL00578,2025-09-05,Microcrédito,1300000,12,0.0337,134000,Aliado,784,0.0802,Automática,Mora severa
CR000641,CL00579,2024-06-17,Microcrédito,4000000,12,0.0274,396000,Aliado,841,0.0941,Automática,Mora moderada
CR000642,CL00580,2025-10-09,Crédito libre inversión,3300000,12,0.0286,329000,App,900,0.1201,Automática,Activo
CR000643,CL00582,2025-11-30,Microcrédito,3400000,6,0.0423,653000,Web,758,0.3473,Automática,Mora severa
CR000644,CL00582,2025-06-20,Crédito consumo digital,850000,3,0.0309,301000,App,757,0.1601,Automática,Finalizado
CR000645,CL00583,2025-09-21,Crédito libre inversión,2050000,3,0.0194,710000,App,799,0.3381,Automática,Finalizado
CR000646,CL00584,2025-04-24,Crédito libre inversión,4500000,3,0.0224,1568000,App,772,0.4519,Manual,Finalizado
CR000647,CL00585,2023-04-16,Crédito consumo digital,2350000,6,0.0219,422000,Aliado,893,0.1388,Automática,Mora moderada
CR000648,CL00585,2024-05-31,Crédito libre inversión,5100000,18,0.0258,358000,App,781,0.1178,Automática,Finalizado
CR000649,CL00585,2024-08-14,Crédito libre inversión,5500000,6,0.0193,979000,App,900,0.322,Automática,Mora moderada
CR000650,CL00586,2024-05-23,Crédito libre inversión,3100000,9,0.0224,384000,App,843,0.2866,Automática,Mora moderada
CR000651,CL00587,2023-11-20,Crédito consumo digital,250000,18,0.032,18000,App,793,0.0137,Automática,Finalizado
CR000652,CL00587,2024-11-28,Microcrédito,650000,6,0.0261,118000,App,791,0.0901,Automática,Finalizado
CR000653,CL00589,2025-05-19,Microcrédito,2800000,9,0.0382,374000,App,678,0.1716,Automática,Finalizado
CR000654,CL00590,2025-12-22,Microcrédito,1750000,3,0.0283,617000,App,900,0.242,Automática,Finalizado
CR000655,CL00591,2024-05-29,Avance de nómina,1000000,12,0.0197,94000,Aliado,678,0.0195,Automática,Mora moderada
CR000656,CL00593,2025-11-10,Crédito consumo digital,550000,9,0.0216,68000,Web,523,0.0586,Excepción,Activo
CR000657,CL00593,2025-09-14,Crédito libre inversión,1550000,12,0.0246,151000,Call center,423,0.1302,Excepción,Mora moderada
CR000658,CL00593,2023-10-13,Microcrédito,550000,9,0.0266,70000,Web,488,0.0603,Excepción,Mora moderada
CR000659,CL00594,2025-07-09,Crédito consumo digital,1000000,6,0.0251,182000,Aliado,817,0.0839,Automática,Mora severa
CR000660,CL00594,2025-04-22,Crédito libre inversión,2550000,18,0.0289,184000,Aliado,749,0.0848,Automática,Mora severa
CR000661,CL00594,2025-07-28,Microcrédito,2550000,9,0.0376,339000,App,822,0.1562,Automática,Finalizado
CR000662,CL00597,2026-02-26,Crédito consumo digital,1750000,9,0.0283,223000,Aliado,826,0.0835,Automática,Activo
CR000663,CL00598,2023-08-20,Crédito consumo digital,5650000,3,0.027,1986000,App,889,0.4262,Manual,Finalizado
CR000664,CL00598,2024-05-15,Crédito libre inversión,17950000,12,0.0338,1845000,Aliado,900,0.3959,Manual,Mora severa
CR000665,CL00599,2025-03-18,Avance de nómina,350000,18,0.0288,25000,App,877,0.0097,Automática,Activo
CR000666,CL00600,2026-02-16,Crédito consumo digital,2750000,18,0.0352,209000,Web,900,0.052,Automática,Mora moderada
CR000667,CL00600,2026-02-02,Crédito consumo digital,4100000,9,0.0243,513000,Aliado,900,0.1276,Automática,Activo
CR000668,CL00601,2024-04-25,Microcrédito,1150000,18,0.0368,89000,App,862,0.0567,Automática,Finalizado
CR000669,CL00602,2024-11-28,Crédito libre inversión,4750000,9,0.0232,591000,App,747,0.2173,Automática,Mora severa
CR000670,CL00603,2026-01-06,Microcrédito,1550000,6,0.0268,283000,Aliado,788,0.1101,Automática,Mora moderada
CR000671,CL00604,2025-12-26,Crédito consumo digital,1800000,6,0.0255,327000,App,764,0.138,Automática,Activo
CR000672,CL00604,2026-03-27,Crédito consumo digital,850000,9,0.0317,110000,Aliado,852,0.0464,Automática,Activo
CR000673,CL00606,2025-09-24,Microcrédito,3500000,12,0.0363,365000,App,796,0.129,Automática,Activo
CR000674,CL00606,2025-08-23,Crédito consumo digital,650000,9,0.03,83000,Web,853,0.0293,Automática,Mora moderada
CR000675,CL00607,2025-08-17,Crédito consumo digital,1800000,9,0.0239,225000,App,795,0.0682,Automática,Mora moderada
CR000676,CL00607,2026-03-21,Crédito consumo digital,3850000,18,0.028,275000,App,862,0.0833,Automática,Activo
CR000677,CL00609,2026-01-21,Crédito consumo digital,1400000,6,0.0364,264000,Web,776,0.1133,Automática,Activo
CR000678,CL00611,2025-02-02,Crédito consumo digital,2150000,12,0.0291,215000,Aliado,879,0.1126,Automática,Mora severa
CR000679,CL00612,2026-01-21,Crédito consumo digital,2050000,12,0.0257,201000,App,499,0.0782,Excepción,Activo
CR000680,CL00613,2025-04-12,Microcrédito,2650000,6,0.0296,489000,App,812,0.137,Automática,Finalizado
CR000681,CL00613,2026-03-20,Microcrédito,4650000,12,0.032,473000,App,841,0.1325,Automática,Activo
CR000682,CL00614,2024-09-17,Microcrédito,7750000,6,0.031,1435000,Aliado,900,0.3225,Automática,Finalizado
CR000683,CL00614,2025-07-04,Crédito libre inversión,6100000,6,0.0293,1123000,App,900,0.2524,Automática,Finalizado
CR000684,CL00615,2024-05-05,Crédito libre inversión,2300000,18,0.0197,153000,App,565,0.0777,Manual,Mora severa
CR000685,CL00616,2025-11-04,Microcrédito,4550000,3,0.0435,1650000,Call center,887,0.5893,Excepción,Finalizado
CR000686,CL00616,2026-02-14,Crédito consumo digital,1450000,24,0.0257,82000,Web,889,0.0293,Automática,Activo
CR000687,CL00617,2025-02-03,Crédito consumo digital,400000,12,0.0243,39000,App,731,0.0443,Automática,Mora moderada
CR000688,CL00618,2026-01-11,Avance de nómina,500000,9,0.0219,62000,Web,740,0.04,Automática,Activo
CR000689,CL00619,2026-03-24,Crédito consumo digital,1300000,3,0.0291,459000,App,741,0.2441,Automática,Activo
CR000690,CL00622,2026-03-06,Crédito consumo digital,1450000,6,0.0211,260000,Aliado,876,0.1215,Automática,Activo
CR000691,CL00622,2025-06-04,Crédito consumo digital,1150000,9,0.0227,143000,App,900,0.0668,Automática,Finalizado
CR000692,CL00623,2025-12-24,Crédito consumo digital,1300000,12,0.0389,138000,App,800,0.068,Automática,Mora moderada
CR000693,CL00623,2026-03-24,Crédito libre inversión,3200000,9,0.0227,397000,App,807,0.1956,Automática,Activo
CR000694,CL00623,2024-09-24,Crédito consumo digital,1400000,6,0.0228,252000,App,799,0.1241,Automática,Finalizado
CR000695,CL00624,2025-02-23,Avance de nómina,3200000,6,0.0318,594000,Aliado,900,0.0911,Automática,Finalizado
CR000696,CL00625,2025-11-10,Crédito consumo digital,1750000,12,0.0313,177000,App,839,0.077,Automática,Activo
CR000697,CL00627,2025-12-19,Crédito consumo digital,1200000,12,0.0295,120000,App,873,0.0358,Automática,Activo
CR000698,CL00627,2025-10-19,Avance de nómina,2050000,9,0.0202,251000,App,799,0.0749,Automática,Activo
CR000699,CL00628,2025-04-24,Crédito consumo digital,2000000,9,0.0328,260000,App,900,0.0613,Automática,Finalizado
CR000700,CL00629,2025-01-01,Crédito consumo digital,1350000,12,0.0216,129000,App,880,0.0382,Automática,Finalizado
